,wahlbezirk,wahlkreis,bezirk,bezirkname,ost_west,waehler_be,waehler,ungueltig,gueltig,cdu_p,spd_p,linke_p,gruene_p,afd_p,piraten_p,fdp_p
397,3502,305,3,Pankow,O,1334,716,12,704,0.13920454545454544,0.19602272727272727,0.265625,0.15198863636363635,0.125,0.0014204545454545455,0.03977272727272727
398,3503,305,3,Pankow,O,1619,902,13,889,0.1529808773903262,0.17772778402699665,0.2958380202474691,0.1484814398200225,0.1203599550056243,0.003374578177727784,0.026996625421822268
399,3504,305,3,Pankow,O,1407,777,8,769,0.14174252275682706,0.16514954486345906,0.23797139141742524,0.24057217165149544,0.0741222366710013,0.010403120936280884,0.053315994798439535
400,3505,305,3,Pankow,O,1294,670,18,652,0.21625766871165644,0.18865030674846625,0.2530674846625767,0.1303680981595092,0.11042944785276074,0.003067484662576687,0.029141104294478526
401,3506,305,3,Pankow,O,1495,764,9,755,0.1576158940397351,0.1337748344370861,0.2741721854304636,0.12980132450331125,0.1456953642384106,0.010596026490066223,0.0609271523178808
402,3507,305,3,Pankow,O,1592,809,16,793,0.1677175283732661,0.1614123581336696,0.2912988650693569,0.08575031525851197,0.1878940731399748,0.002522068095838588,0.03656998738965952
403,3508,305,3,Pankow,O,1469,762,11,751,0.14380825565912114,0.170439414114514,0.2809587217043941,0.1278295605858855,0.13715046604527298,0.005326231691078561,0.04394141145139813
404,3509,305,3,Pankow,O,1791,921,17,904,0.17256637168141592,0.16482300884955753,0.28982300884955753,0.08960176991150443,0.13495575221238934,0.0,0.06194690265486725
405,3510,305,3,Pankow,O,1484,793,4,789,0.16603295310519645,0.16983523447401774,0.2661596958174905,0.14195183776932827,0.12547528517110265,0.0025348542458808613,0.04182509505703422
406,3511,305,3,Pankow,O,1635,921,8,913,0.19605695509309967,0.1456736035049288,0.26506024096385544,0.14676889375684554,0.11610076670317634,0.002190580503833516,0.04052573932092005
407,3512,305,3,Pankow,O,1597,769,13,756,0.15873015873015872,0.1812169312169312,0.2526455026455027,0.0992063492063492,0.1626984126984127,0.003968253968253968,0.060846560846560836
408,3513,305,3,Pankow,O,1718,902,13,889,0.15860517435320584,0.16310461192350956,0.2733408323959505,0.09111361079865016,0.17097862767154107,0.004499437570303713,0.0438695163104612
409,3514,305,3,Pankow,O,1576,854,17,837,0.1995221027479092,0.14456391875746716,0.1995221027479092,0.08363201911589008,0.2162485065710872,0.0047789725209080045,0.04540023894862605
410,3515,305,3,Pankow,O,1297,759,9,750,0.28,0.152,0.20666666666666667,0.06933333333333333,0.16933333333333336,0.006666666666666667,0.04933333333333333
411,3516,305,3,Pankow,O,1813,938,9,929,0.24219590958019374,0.16361679224973089,0.20559741657696448,0.07319698600645856,0.17761033369214208,0.001076426264800861,0.061356297093649086
412,3517,305,3,Pankow,O,1237,729,10,719,0.20445062586926285,0.18636995827538247,0.20584144645340752,0.0611961057023644,0.23226703755215575,0.005563282336578581,0.05006954102920723
413,3518,305,3,Pankow,O,1434,738,9,729,0.15912208504801098,0.15912208504801098,0.2949245541838135,0.14951989026063098,0.10288065843621401,0.005486968449931413,0.03566529492455418
414,3519,305,3,Pankow,O,1325,662,7,655,0.1251908396946565,0.17404580152671756,0.2977099236641221,0.16030534351145034,0.12061068702290074,0.012213740458015269,0.02442748091603053
415,3520,305,3,Pankow,O,1576,843,8,835,0.14131736526946104,0.17365269461077845,0.2586826347305389,0.1880239520958084,0.07544910179640718,0.004790419161676647,0.06347305389221558
416,3600,306,3,Pankow,O,1518,789,11,778,0.12339331619537275,0.15809768637532134,0.2994858611825193,0.19794344473007716,0.06426735218508997,0.005141388174807198,0.05269922879177378
417,3601,306,3,Pankow,O,1584,839,11,828,0.15338164251207728,0.17995169082125606,0.2753623188405797,0.18357487922705315,0.06884057971014493,0.004830917874396135,0.049516908212560384
418,3602,306,3,Pankow,O,1589,820,9,811,0.11960542540073985,0.17632552404438964,0.2466091245376079,0.2651048088779285,0.07151664611590629,0.003699136868064119,0.0530209617755857
419,3603,306,3,Pankow,O,1217,653,6,647,0.12828438948995366,0.17619783616692428,0.2488408037094281,0.2380216383307573,0.06491499227202473,0.010819165378670788,0.04327666151468315
420,3604,306,3,Pankow,O,1399,790,5,785,0.12611464968152866,0.17070063694267515,0.2636942675159236,0.21910828025477708,0.07006369426751592,0.007643312101910828,0.05732484076433121
421,3605,306,3,Pankow,O,1483,857,5,852,0.12910798122065728,0.14906103286384975,0.2852112676056338,0.24647887323943665,0.057511737089201875,0.0035211267605633804,0.06690140845070422
422,3606,306,3,Pankow,O,1677,906,7,899,0.12903225806451613,0.15906562847608455,0.2302558398220245,0.271412680756396,0.06006674082313681,0.0055617352614015575,0.056729699666295874
423,3607,306,3,Pankow,O,1654,906,7,899,0.12903225806451613,0.13236929922135707,0.2447163515016685,0.303670745272525,0.04338153503893215,0.0033370411568409346,0.06006674082313681
424,3608,306,3,Pankow,O,1621,894,4,890,0.14606741573033707,0.1550561797752809,0.250561797752809,0.2561797752808989,0.035955056179775284,0.0044943820224719105,0.07415730337078652
425,3609,306,3,Pankow,O,1622,880,4,876,0.11301369863013698,0.14383561643835616,0.2591324200913242,0.2568493150684932,0.06506849315068493,0.003424657534246575,0.06735159817351598
426,3610,306,3,Pankow,O,1649,960,7,953,0.14795383001049314,0.155299055613851,0.2560335781741868,0.24449108079748166,0.061909758656873023,0.003147953830010493,0.05876180482686254
427,3611,306,3,Pankow,O,1564,762,5,757,0.1334214002642008,0.15059445178335534,0.2668428005284016,0.23513870541611626,0.07661822985468958,0.003963011889035667,0.058124174372523124
428,3612,306,3,Pankow,O,1543,792,3,789,0.1394169835234474,0.1761723700887199,0.19898605830164764,0.2750316856780735,0.06590621039290241,0.006337135614702154,0.07097591888466412
429,3613,306,3,Pankow,O,1477,775,5,770,0.12987012987012986,0.15974025974025974,0.2545454545454545,0.2649350649350649,0.05064935064935065,0.005194805194805196,0.06103896103896104
430,3614,306,3,Pankow,O,1779,960,3,957,0.14420062695924765,0.13375130616509928,0.27586206896551724,0.26959247648902823,0.0438871473354232,0.007314524555903866,0.0522466039707419
431,3615,306,3,Pankow,O,945,523,0,523,0.13957934990439771,0.13766730401529634,0.25430210325047803,0.28489483747609945,0.03632887189292544,0.0019120458891013386,0.08221797323135756
432,3616,306,3,Pankow,O,828,444,5,439,0.10022779043280182,0.13895216400911162,0.3143507972665148,0.2619589977220957,0.04783599088838269,0.004555808656036446,0.04783599088838269
433,3617,306,3,Pankow,O,1662,940,8,932,0.12339055793991414,0.1630901287553648,0.2553648068669528,0.259656652360515,0.0407725321888412,0.004291845493562232,0.07618025751072961
434,3618,306,3,Pankow,O,1749,914,4,910,0.14725274725274726,0.16043956043956045,0.2483516483516484,0.2604395604395605,0.04835164835164835,0.0032967032967032967,0.06263736263736264
435,3619,306,3,Pankow,O,1451,761,3,758,0.13192612137203166,0.13192612137203166,0.2994722955145119,0.2651715039577837,0.0395778364116095,0.009234828496042216,0.048812664907651716
436,3620,306,3,Pankow,O,1780,958,6,952,0.1334033613445378,0.14285714285714285,0.2384453781512605,0.2689075630252101,0.050420168067226885,0.0031512605042016808,0.08508403361344538
437,3701,307,3,Pankow,O,1537,858,7,851,0.19858989424206816,0.16803760282021152,0.21739130434782608,0.09870740305522914,0.13748531139835488,0.011750881316098707,0.06227967097532315
438,3702,307,3,Pankow,O,1478,808,7,801,0.1772784019975031,0.1435705368289638,0.2484394506866417,0.1435705368289638,0.1198501872659176,0.01373283395755306,0.07990012484394507
439,3703,307,3,Pankow,O,1670,875,6,869,0.15304948216340622,0.14384349827387802,0.2428078250863061,0.12543153049482164,0.1668584579976985,0.00805523590333717,0.03912543153049482
440,3704,307,3,Pankow,O,1347,678,10,668,0.15568862275449102,0.15269461077844312,0.24251497005988026,0.10329341317365268,0.187125748502994,0.0014970059880239524,0.053892215568862284
441,3705,307,3,Pankow,O,1658,875,7,868,0.17511520737327188,0.10944700460829493,0.2488479262672811,0.17396313364055302,0.130184331797235,0.008064516129032258,0.06566820276497695
442,3706,307,3,Pankow,O,1645,765,16,749,0.14018691588785046,0.18691588785046728,0.2883845126835781,0.08678237650200267,0.14686248331108145,0.006675567423230975,0.0534045393858478
443,3707,307,3,Pankow,O,1952,898,8,890,0.17415730337078653,0.16741573033707866,0.2595505617977528,0.16741573033707866,0.07977528089887641,0.0033707865168539327,0.07303370786516854
444,3708,307,3,Pankow,O,1632,815,9,806,0.1315136476426799,0.15508684863523572,0.28287841191067,0.17369727047146402,0.09305210918114144,0.0049627791563275426,0.04962779156327544
445,3709,307,3,Pankow,O,1668,920,9,911,0.1251372118551043,0.12733260153677278,0.32711306256860595,0.141602634467618,0.1229418221734358,0.008781558726673985,0.05049396267837542
446,3710,307,3,Pankow,O,1811,959,18,941,0.17109458023379384,0.17534537725823593,0.29436769394261425,0.0924548352816153,0.1434643995749203,0.004250797024442083,0.04569606801275239
447,3711,307,3,Pankow,O,1562,725,6,719,0.1627260083449235,0.16968011126564672,0.25034770514603616,0.13212795549374132,0.1223922114047288,0.0027816411682892906,0.05146036161335188
448,3712,307,3,Pankow,O,1543,822,10,812,0.1477832512315271,0.1748768472906404,0.2770935960591133,0.13793103448275862,0.11206896551724138,0.014778325123152709,0.04679802955665025
449,3713,307,3,Pankow,O,1536,797,4,793,0.14123581336696092,0.15636822194199246,0.2459016393442623,0.287515762925599,0.04791929382093316,0.002522068095838588,0.07187894073139975
450,3714,307,3,Pankow,O,1316,658,5,653,0.14088820826952528,0.1546707503828484,0.24808575803981625,0.22817764165390506,0.10413476263399694,0.004594180704441043,0.05359877488514548
451,3715,307,3,Pankow,O,1689,857,37,820,0.14146341463414633,0.16097560975609754,0.3060975609756097,0.1926829268292683,0.08780487804878047,0.003658536585365854,0.05853658536585366
452,3716,307,3,Pankow,O,1542,775,5,770,0.14025974025974025,0.17402597402597406,0.2636363636363636,0.2025974025974026,0.08051948051948052,0.005194805194805196,0.07792207792207792
453,3717,307,3,Pankow,O,1389,690,2,688,0.1555232558139535,0.1744186046511628,0.26308139534883723,0.19767441860465115,0.06395348837209303,0.007267441860465115,0.07122093023255814
454,3718,307,3,Pankow,O,1095,627,3,624,0.16346153846153846,0.15224358974358973,0.2580128205128205,0.14423076923076922,0.1282051282051282,0.011217948717948718,0.049679487179487176
455,3719,307,3,Pankow,O,1377,747,9,738,0.15718157181571815,0.12737127371273713,0.3075880758807588,0.13685636856368566,0.11653116531165313,0.0054200542005420045,0.04742547425474255
456,3720,307,3,Pankow,O,1451,807,6,801,0.16354556803995007,0.14856429463171034,0.2596754057428215,0.21972534332084892,0.08489388264669162,0.0012484394506866415,0.04993757802746567
457,3801,308,3,Pankow,O,1951,984,12,972,0.16769547325102882,0.15432098765432098,0.2777777777777778,0.07304526748971192,0.1934156378600823,0.00411522633744856,0.06481481481481481
458,3802,308,3,Pankow,O,1529,856,8,848,0.11556603773584904,0.14976415094339626,0.294811320754717,0.22995283018867926,0.06367924528301888,0.0,0.0695754716981132
459,3803,308,3,Pankow,O,1509,789,6,783,0.14303959131545338,0.14303959131545338,0.24521072796934865,0.25287356321839083,0.06513409961685822,0.005108556832694764,0.07918263090676884
460,3804,308,3,Pankow,O,1500,856,2,854,0.11943793911007025,0.14754098360655735,0.2786885245901639,0.2634660421545668,0.048009367681498834,0.00468384074941452,0.05737704918032788
461,3805,308,3,Pankow,O,1806,959,3,956,0.13284518828451886,0.14330543933054393,0.2594142259414226,0.25627615062761505,0.037656903765690385,0.0031380753138075318,0.09623430962343096
462,3806,308,3,Pankow,O,1701,886,2,884,0.1323529411764706,0.16289592760180996,0.2296380090497737,0.2850678733031674,0.042986425339366516,0.0022624434389140274,0.08257918552036199
463,3807,308,3,Pankow,O,1551,793,3,790,0.15316455696202533,0.15822784810126586,0.23417721518987344,0.2810126582278481,0.05316455696202532,0.007594936708860759,0.07215189873417721
464,3808,308,3,Pankow,O,1745,919,16,903,0.17940199335548174,0.1716500553709856,0.2757475083056478,0.12292358803986712,0.11627906976744184,0.005537098560354375,0.05647840531561463
465,3809,308,3,Pankow,O,1624,817,0,817,0.16279069767441862,0.18482252141982866,0.23745410036719705,0.2533659730722154,0.05752753977968176,0.00244798041615667,0.0587515299877601
466,3810,308,3,Pankow,O,1481,816,4,812,0.16133004926108374,0.1169950738916256,0.29310344827586204,0.23029556650246305,0.054187192118226604,0.0049261083743842365,0.07881773399014777
467,3811,308,3,Pankow,O,1508,802,2,800,0.15375,0.12375,0.29625,0.2575,0.045,0.0025,0.0725
468,3812,308,3,Pankow,O,1696,884,6,878,0.16059225512528474,0.1184510250569476,0.2425968109339408,0.2596810933940775,0.06150341685649203,0.004555808656036446,0.11047835990888384
469,3813,308,3,Pankow,O,1842,1008,2,1006,0.19980119284294234,0.11033797216699799,0.19483101391650096,0.24652087475149104,0.05168986083499006,0.003976143141153081,0.12922465208747516
470,3814,308,3,Pankow,O,1442,764,2,762,0.1272965879265092,0.1377952755905512,0.2559055118110236,0.2926509186351706,0.043307086614173235,0.0013123359580052493,0.07349081364829396
471,3815,308,3,Pankow,O,1552,843,4,839,0.14183551847437426,0.15256257449344454,0.2443384982121573,0.2765196662693683,0.03098927294398093,0.003575685339690107,0.08581644815256258
472,3816,308,3,Pankow,O,1510,834,2,832,0.15384615384615385,0.14543269230769232,0.2824519230769231,0.2439903846153846,0.04447115384615385,0.007211538461538463,0.06009615384615385
473,3817,308,3,Pankow,O,1319,652,4,648,0.125,0.1558641975308642,0.2484567901234568,0.25925925925925924,0.05555555555555555,0.0015432098765432098,0.08950617283950618
474,3818,308,3,Pankow,O,1316,643,1,642,0.16978193146417445,0.13239875389408098,0.2274143302180685,0.24922118380062305,0.04984423676012461,0.004672897196261682,0.10280373831775699
475,3819,308,3,Pankow,O,977,514,2,512,0.107421875,0.150390625,0.267578125,0.296875,0.017578125,0.0078125,0.0703125
476,3901,309,3,Pankow,O,1671,882,8,874,0.13501144164759726,0.14645308924485126,0.2837528604118993,0.16018306636155608,0.09954233409610984,0.009153318077803205,0.06292906178489703
477,3902,309,3,Pankow,O,1575,890,12,878,0.16173120728929385,0.16970387243735766,0.275626423690205,0.04555808656036447,0.21753986332574032,0.0034168564920273353,0.04555808656036447
478,3903,309,3,Pankow,O,1824,1080,4,1076,0.16171003717472118,0.13289962825278812,0.24070631970260226,0.2100371747211896,0.09386617100371747,0.0037174721189591076,0.08736059479553904
479,3904,309,3,Pankow,O,1706,959,3,956,0.17573221757322174,0.16317991631799164,0.25418410041841005,0.15271966527196654,0.1108786610878661,0.0020920502092050207,0.06799163179916318
480,3905,309,3,Pankow,O,1379,739,17,722,0.20360110803324102,0.1994459833795014,0.2867036011080332,0.0443213296398892,0.16066481994459833,0.002770083102493075,0.04016620498614958
481,3906,309,3,Pankow,O,1142,597,8,589,0.1697792869269949,0.16129032258064516,0.2835314091680815,0.03225806451612903,0.2037351443123939,0.011884550084889645,0.06281833616298811
482,3907,309,3,Pankow,O,1179,615,13,602,0.1827242524916944,0.1744186046511628,0.2906976744186047,0.05980066445182725,0.18438538205980065,0.0049833887043189366,0.03654485049833888
483,3908,309,3,Pankow,O,1579,730,13,717,0.19246861924686195,0.17573221757322174,0.2301255230125523,0.07810320781032078,0.18688981868898186,0.011157601115760113,0.05160390516039052
484,3909,309,3,Pankow,O,1054,591,6,585,0.19658119658119655,0.15555555555555556,0.2632478632478633,0.0735042735042735,0.17094017094017094,0.0017094017094017096,0.05811965811965813
485,3910,309,3,Pankow,O,1241,545,13,532,0.14285714285714285,0.15789473684210525,0.3233082706766917,0.05827067669172933,0.20300751879699247,0.0075187969924812035,0.045112781954887216
486,3911,309,3,Pankow,O,1383,703,3,700,0.1457142857142857,0.15571428571428572,0.29,0.11,0.11428571428571427,0.01,0.06428571428571428
487,3912,309,3,Pankow,O,1366,702,7,695,0.14964028776978416,0.14964028776978416,0.2906474820143885,0.1237410071942446,0.12805755395683452,0.0,0.05035971223021583
488,3913,309,3,Pankow,O,1529,812,14,798,0.15789473684210525,0.14786967418546365,0.2706766917293233,0.14912280701754385,0.12531328320802004,0.006265664160401002,0.045112781954887216
489,3914,309,3,Pankow,O,988,533,0,533,0.14071294559099434,0.13320825515947468,0.26454033771106944,0.2401500938086304,0.07879924953095685,0.001876172607879925,0.06566604127579738
490,3915,309,3,Pankow,O,1931,981,13,968,0.15702479338842976,0.1590909090909091,0.2882231404958678,0.17458677685950413,0.08057851239669421,0.009297520661157023,0.04648760330578512
491,3916,309,3,Pankow,O,1656,924,3,921,0.1748099891422367,0.16069489685124866,0.22258414766558088,0.2736156351791531,0.04668838219326819,0.0065146579804560255,0.0727470141150923
492,3917,309,3,Pankow,O,1543,843,2,841,0.12009512485136742,0.16409036860879905,0.272294887039239,0.2473246135552913,0.05707491082045185,0.005945303210463734,0.07015457788347207
493,3918,309,3,Pankow,O,1472,831,3,828,0.15821256038647344,0.17632850241545894,0.2475845410628019,0.21980676328502416,0.06159420289855073,0.0024154589371980675,0.06642512077294686
494,3919,309,3,Pankow,O,1674,897,7,890,0.20224719101123595,0.13820224719101126,0.2157303370786517,0.2528089887640449,0.04157303370786517,0.0044943820224719105,0.09662921348314607
495,3920,309,3,Pankow,O,1143,553,10,543,0.18047882136279927,0.1841620626151013,0.289134438305709,0.029465930018416207,0.19152854511970532,0.001841620626151013,0.05156537753222836
496,3921,309,3,Pankow,O,1187,619,8,611,0.12929623567921442,0.14402618657937807,0.3142389525368249,0.09001636661211129,0.1898527004909984,0.003273322422258593,0.0425531914893617
497,3922,309,3,Pankow,O,1502,926,8,918,0.24074074074074076,0.18082788671023964,0.1644880174291939,0.1830065359477124,0.062091503267973865,0.005446623093681918,0.11655773420479305
498,3923,309,3,Pankow,O,647,226,10,216,0.2361111111111111,0.1851851851851852,0.39814814814814814,0.050925925925925916,0.08333333333333333,0.0,0.027777777777777776
499,3924,309,3,Pankow,O,1884,983,5,978,0.13701431492842536,0.1768916155419223,0.3006134969325153,0.1768916155419223,0.06850715746421268,0.003067484662576687,0.0705521472392638
500,4101,401,4,Charlottenburg-Wilmersdorf,W,1064,458,9,449,0.19821826280623608,0.22494432071269488,0.133630289532294,0.07126948775055679,0.19376391982182628,0.004454342984409799,0.0935412026726058
501,4102,401,4,Charlottenburg-Wilmersdorf,W,1097,507,7,500,0.196,0.22399999999999998,0.126,0.07,0.188,0.0,0.106
502,4103,401,4,Charlottenburg-Wilmersdorf,W,1112,518,15,503,0.2842942345924453,0.2385685884691849,0.08946322067594434,0.08946322067594434,0.12127236580516898,0.017892644135188866,0.10139165009940357
503,4104,401,4,Charlottenburg-Wilmersdorf,W,964,448,6,442,0.2307692307692308,0.21945701357466066,0.12669683257918551,0.08144796380090498,0.18099547511312214,0.01583710407239819,0.083710407239819
504,4105,401,4,Charlottenburg-Wilmersdorf,W,1006,413,7,406,0.19458128078817732,0.18472906403940886,0.1354679802955665,0.10591133004926108,0.20689655172413796,0.012315270935960592,0.09852216748768472
505,4106,401,4,Charlottenburg-Wilmersdorf,W,1414,698,28,670,0.2208955223880597,0.20895522388059698,0.1253731343283582,0.06567164179104477,0.16865671641791044,0.010447761194029851,0.10895522388059703
506,4107,401,4,Charlottenburg-Wilmersdorf,W,1325,618,12,606,0.2376237623762376,0.2277227722772277,0.10066006600660066,0.04455445544554455,0.2112211221122112,0.0033003300330033004,0.10726072607260724
507,4108,401,4,Charlottenburg-Wilmersdorf,W,814,384,3,381,0.2650918635170604,0.2230971128608924,0.09973753280839896,0.06561679790026248,0.17585301837270342,0.013123359580052492,0.08136482939632546
508,4109,401,4,Charlottenburg-Wilmersdorf,W,892,395,13,382,0.2198952879581152,0.18324607329842926,0.11780104712041885,0.041884816753926704,0.2172774869109948,0.03664921465968586,0.09947643979057592
509,4110,401,4,Charlottenburg-Wilmersdorf,W,1185,587,14,573,0.24607329842931935,0.24956369982547996,0.12216404886561955,0.06282722513089005,0.15706806282722513,0.006980802792321117,0.09947643979057592
510,4111,401,4,Charlottenburg-Wilmersdorf,W,1036,495,12,483,0.2546583850931677,0.22153209109730848,0.10144927536231883,0.07453416149068323,0.16977225672877844,0.006211180124223602,0.11594202898550725
511,4112,401,4,Charlottenburg-Wilmersdorf,W,1262,644,13,631,0.16798732171156894,0.248811410459588,0.13629160063391446,0.1347068145800317,0.16323296354992076,0.00792393026941363,0.08557844690966719
512,4113,401,4,Charlottenburg-Wilmersdorf,W,1370,730,8,722,0.185595567867036,0.2368421052631579,0.15096952908587258,0.16204986149584488,0.0997229916897507,0.00969529085872576,0.06925207756232687
513,4114,401,4,Charlottenburg-Wilmersdorf,W,1261,557,12,545,0.2073394495412844,0.1889908256880734,0.1688073394495413,0.14128440366972478,0.11192660550458716,0.009174311926605505,0.09541284403669724
514,4115,401,4,Charlottenburg-Wilmersdorf,W,1429,747,8,739,0.16102841677943167,0.19485791610284167,0.1880920162381597,0.2070365358592693,0.08119079837618404,0.0054127198917456034,0.09336941813261164
515,4116,401,4,Charlottenburg-Wilmersdorf,W,1275,642,8,634,0.15615141955835962,0.22082018927444794,0.14511041009463724,0.19400630914826494,0.09305993690851737,0.0015772870662460567,0.0946372239747634
516,4117,401,4,Charlottenburg-Wilmersdorf,W,1643,829,8,821,0.1887941534713764,0.21193666260657731,0.17661388550548113,0.14981729598051158,0.09013398294762484,0.0073081607795371486,0.09987819732034103
517,4118,401,4,Charlottenburg-Wilmersdorf,W,1507,688,6,682,0.18328445747800587,0.20821114369501467,0.1627565982404692,0.1656891495601173,0.09530791788856303,0.010263929618768328,0.09090909090909093
518,4201,402,4,Charlottenburg-Wilmersdorf,W,954,448,2,446,0.21300448430493274,0.17937219730941706,0.08968609865470853,0.1726457399103139,0.11434977578475335,0.002242152466367713,0.18385650224215247
519,4202,402,4,Charlottenburg-Wilmersdorf,W,1154,533,6,527,0.29411764705882354,0.18785578747628084,0.0777988614800759,0.14041745730550284,0.10436432637571158,0.003795066413662239,0.16888045540796964
520,4203,402,4,Charlottenburg-Wilmersdorf,W,1594,802,12,790,0.3050632911392405,0.17468354430379746,0.06582278481012659,0.13924050632911392,0.10126582278481013,0.002531645569620253,0.18227848101265826
521,4204,402,4,Charlottenburg-Wilmersdorf,W,1521,744,13,731,0.3269493844049248,0.19425444596443228,0.07660738714090287,0.06429548563611491,0.13406292749658005,0.0,0.15868673050615595
522,4205,402,4,Charlottenburg-Wilmersdorf,W,1384,710,6,704,0.3707386363636364,0.14914772727272727,0.07244318181818182,0.09517045454545454,0.10369318181818182,0.002840909090909091,0.18039772727272727
523,4206,402,4,Charlottenburg-Wilmersdorf,W,1209,599,9,590,0.28983050847457625,0.2033898305084746,0.07288135593220339,0.06610169491525424,0.16101694915254236,0.005084745762711864,0.15593220338983052
524,4207,402,4,Charlottenburg-Wilmersdorf,W,1172,563,9,554,0.24548736462093865,0.16064981949458484,0.11552346570397112,0.1299638989169675,0.15342960288808666,0.005415162454873646,0.13176895306859207
525,4208,402,4,Charlottenburg-Wilmersdorf,W,1725,776,19,757,0.22060766182298547,0.2166446499339498,0.17701453104359313,0.142668428005284,0.10435931307793923,0.006605019815059446,0.06869220607661823
526,4209,402,4,Charlottenburg-Wilmersdorf,W,1068,529,8,521,0.28598848368522073,0.1785028790786948,0.09596928982725528,0.14971209213051825,0.09213051823416507,0.005758157389635317,0.15163147792706333
527,4210,402,4,Charlottenburg-Wilmersdorf,W,1217,607,7,600,0.2833333333333333,0.20333333333333334,0.09833333333333333,0.13166666666666665,0.105,0.005,0.12
528,4211,402,4,Charlottenburg-Wilmersdorf,W,1455,757,10,747,0.3119143239625167,0.16599732262382866,0.08701472556894244,0.12717536813922356,0.09772423025435073,0.004016064257028112,0.1646586345381526
529,4212,402,4,Charlottenburg-Wilmersdorf,W,1149,518,3,515,0.3087378640776699,0.20388349514563106,0.07766990291262135,0.11262135922330095,0.09514563106796116,0.003883495145631068,0.1650485436893204
530,4213,402,4,Charlottenburg-Wilmersdorf,W,1638,805,3,802,0.3254364089775561,0.18453865336658354,0.07481296758104737,0.1197007481296758,0.0773067331670823,0.0037406483790523685,0.1945137157107232
531,4214,402,4,Charlottenburg-Wilmersdorf,W,1188,566,8,558,0.16308243727598568,0.2275985663082437,0.1720430107526882,0.14874551971326164,0.1111111111111111,0.008960573476702509,0.0967741935483871
532,4215,402,4,Charlottenburg-Wilmersdorf,W,1667,841,15,826,0.16464891041162227,0.2348668280871671,0.1864406779661017,0.1900726392251816,0.06537530266343826,0.018159806295399514,0.07142857142857142
533,4216,402,4,Charlottenburg-Wilmersdorf,W,1074,527,4,523,0.2734225621414914,0.1701720841300191,0.0745697896749522,0.12810707456978968,0.10325047801147227,0.0057361376673040155,0.20650095602294452
534,4217,402,4,Charlottenburg-Wilmersdorf,W,1454,726,6,720,0.3083333333333333,0.1986111111111111,0.07916666666666666,0.14166666666666666,0.08055555555555556,0.008333333333333333,0.16527777777777775
535,4218,402,4,Charlottenburg-Wilmersdorf,W,1449,734,4,730,0.2534246575342466,0.1821917808219178,0.10410958904109588,0.13424657534246576,0.10273972602739724,0.0013698630136986301,0.19863013698630136
536,4219,402,4,Charlottenburg-Wilmersdorf,W,1206,558,4,554,0.2364620938628159,0.23104693140794225,0.11010830324909747,0.12815884476534295,0.10649819494584838,0.0018050541516245488,0.14620938628158844
537,4220,402,4,Charlottenburg-Wilmersdorf,W,1230,622,4,618,0.2799352750809061,0.16181229773462782,0.0970873786407767,0.1925566343042071,0.061488673139158574,0.0048543689320388345,0.1779935275080906
538,4221,402,4,Charlottenburg-Wilmersdorf,W,1243,548,5,543,0.2467771639042357,0.1970534069981584,0.09944751381215468,0.15101289134438306,0.09208103130755063,0.001841620626151013,0.15653775322283608
539,4222,402,4,Charlottenburg-Wilmersdorf,W,827,452,5,447,0.17002237136465326,0.19910514541387025,0.145413870246085,0.1767337807606264,0.0894854586129754,0.0044742729306487695,0.14093959731543626
540,4223,402,4,Charlottenburg-Wilmersdorf,W,1566,764,11,753,0.23904382470119526,0.1965471447543161,0.1195219123505976,0.15803452855245684,0.10358565737051792,0.006640106241699867,0.12616201859229748
541,4224,402,4,Charlottenburg-Wilmersdorf,W,1112,602,1,601,0.2479201331114809,0.1464226289517471,0.08485856905158069,0.2562396006655574,0.05324459234608985,0.001663893510815308,0.17637271214642264
542,4301,403,4,Charlottenburg-Wilmersdorf,W,1284,605,8,597,0.1708542713567839,0.21105527638190955,0.19262981574539365,0.17252931323283086,0.10050251256281408,0.01507537688442211,0.07202680067001675
543,4302,403,4,Charlottenburg-Wilmersdorf,W,1116,573,8,565,0.16460176991150444,0.2,0.16283185840707964,0.22123893805309736,0.0743362831858407,0.008849557522123894,0.11150442477876106
544,4303,403,4,Charlottenburg-Wilmersdorf,W,1339,716,10,706,0.21246458923512748,0.22096317280453254,0.1189801699716714,0.22096317280453254,0.06090651558073655,0.009915014164305949,0.10906515580736544
545,4304,403,4,Charlottenburg-Wilmersdorf,W,1333,691,7,684,0.2046783625730994,0.20760233918128654,0.1608187134502924,0.1783625730994152,0.09210526315789473,0.016081871345029242,0.09941520467836257
546,4305,403,4,Charlottenburg-Wilmersdorf,W,1542,766,10,756,0.1507936507936508,0.21164021164021166,0.19047619047619047,0.2156084656084656,0.06746031746031746,0.01058201058201058,0.08597883597883597
547,4306,403,4,Charlottenburg-Wilmersdorf,W,1085,616,4,612,0.1437908496732026,0.19934640522875816,0.2352941176470588,0.2598039215686275,0.04084967320261438,0.013071895424836602,0.04738562091503268
548,4307,403,4,Charlottenburg-Wilmersdorf,W,1408,767,7,760,0.13026315789473686,0.16842105263157894,0.2644736842105263,0.24868421052631576,0.05394736842105263,0.011842105263157895,0.05263157894736842
